Name,Category,Instagram_Username,Instagram_URL,YouTube_URL,Website_URL,Tags
📱 iStore Venezuela,Other,istore_ve,https://instagram.com/istore_ve,,,business california caribbean commerce english-speaking istore-ve istore_ve latin-america los-angeles north-america retail shopping south-america spanish-speaking usa ve venezuela venezuelan west-coast
💼 JSOM,Other,jsomonline,https://instagram.com/jsomonline,,,jsomonline
💻 Lenovo Colombia,Other,lenovocolombia,https://instagram.com/lenovocolombia,,,andean co colombia colombian latin-america lenovocolombia south-america spanish-speaking
💻 Microsoft Colombia,Other,microsoft_contacto,https://instagram.com/microsoft_contacto,,,andean co colombia colombian latin-america microsoft-contacto microsoft_contacto south-america spanish-speaking
🏪 Miniso Colombia,Other,minisocolombiaoficial,https://instagram.com/minisocolombiaoficial,,,andean co colombia colombian latin-america minisocolombiaoficial south-america spanish-speaking
🇸🇻 Nayib Bukele,Government,nayibbukele,https://instagram.com/nayibbukele,,,britain british central-america commonwealth el-salvador english-speaking europe government latin-america leader nayibbukele politics president salvadoran san-salvador spanish-speaking uk
📺 Netflix Colombia,Other,netflixcolombia,https://instagram.com/netflixcolombia,,,andean bogota co colombia colombian entertainment latin-america movies netflix netflixcolombia south-america spanish-speaking streaming tv
📺 Netflix España,Other,netflixes,https://instagram.com/netflixes,,,entertainment espana eu europe iberian mediterranean movies netflix netflixes spain spanish spanish-speaking streaming tv
📺 Netflix Familia,Other,netflixfamilia,https://instagram.com/netflixfamilia,,,california english-speaking entertainment family latin-america los-angeles movies netflix netflixfamilia north-america streaming tv usa west-coast
📺 Netflix Latinoamérica,Other,netflixlat,https://instagram.com/netflixlat,,,california english-speaking entertainment latin-america los-angeles movies netflix netflixlat north-america streaming tv usa west-coast
🔌 Oster Colombia,Other,oster_col,https://instagram.com/oster_col,,,andean co colombia colombian latin-america oster-col oster_col south-america spanish-speaking
🏪 OXXO Colombia,Other,oxxocolombia,https://instagram.com/oxxocolombia,,,andean co colombia colombian latin-america oxxocolombia south-america spanish-speaking
📺 Paramount+ México,Other,paramountplusmx,https://instagram.com/paramountplusmx,,,paramountplusmx
📺 Prime Video LATAM,Other,primevideolat,https://instagram.com/primevideolat,,,amazon california english-speaking entertainment latin-america los-angeles movies north-america prime-video primevideolat streaming tv usa west-coast
📺 Prime Video México,Other,primevideomx,https://instagram.com/primevideomx,,,primevideomx
🍪 Productos Ramo,Other,productosramo,https://instagram.com/productosramo,,,productosramo
📻 Radio Nacional,Cultural,radionacionalco,https://instagram.com/radionacionalco,,,bogota broadcasting capital colombia communication culture english-speaking entertainment media music news north-america public-media radio radionacionalco spanish-speaking usa washington-dc
📱 Samsung Colombia,Other,samsungcolombia,https://instagram.com/samsungcolombia,,,andean co colombia colombian latin-america samsungcolombia south-america spanish-speaking
📺 Señal Colombia,Cultural,senalcolombiatv,https://instagram.com/senalcolombiatv,,,andean bogota broadcasting co colombia colombian communication culture documentary education entertainment latin-america media public-tv senalcolombiatv south-america spanish-speaking television
🎵 Spotify México,Other,spotifymexico,https://instagram.com/spotifymexico,,,spotifymexico
📺 Telemundo,Other,telemundo,https://instagram.com/telemundo,,,telemundo
📱 Tigo Venezuela,Other,tigovenezuela,https://instagram.com/tigovenezuela,,,california caribbean english-speaking latin-america los-angeles north-america south-america spanish-speaking tigovenezuela usa ve venezuela venezuelan west-coast
🚗 Toyota Colombia,Other,toyotacolombia,https://instagram.com/toyotacolombia,,,andean co colombia colombian latin-america south-america spanish-speaking toyotacolombia
💧 Vaseline Venezuela,Other,vaselinevzla,https://instagram.com/vaselinevzla,,,california caribbean english-speaking latin-america los-angeles north-america south-america spanish-speaking usa vaselinevzla ve venezuela venezuelan west-coast
🏛️ Alcaldía de Caracas,Government,alcaldiadeccs,https://instagram.com/alcaldiadeccs,,,administration alcaldiadeccs capital-city caracas caribbean city-hall local-government municipality santiago-de-leon south-america spanish-speaking venezuela
🛍️ Centro Comercial Mayor,Government,mayorcamegaplaz,https://instagram.com/mayorcamegaplaz,,,administration city-hall government local-government mayorcamegaplaz municipality politics
🍝 Alimentos Doria,Other,alimentosdoria,https://instagram.com/alimentosdoria,,,alimentosdoria
🥛 Bon Yurt Alpina,Other,bonyurt,https://instagram.com/bonyurt,,,bonyurt
🍫 Chocolate Corona,Other,chocolatecorona,https://instagram.com/chocolatecorona,,,california chocolatecorona english-speaking los-angeles north-america usa west-coast
🍫 Chocolates Jet,Other,chocolatesjet,https://instagram.com/chocolatesjet,,,california chocolatesjet english-speaking los-angeles north-america usa west-coast
🍫 Chocoramo,Other,chocoramoficial,https://instagram.com/chocoramoficial,,,chocoramoficial
🍓 Berry House,Other,berryhousecolombia,https://instagram.com/berryhousecolombia,,,berryhousecolombia
🍞 Bimbo Colombia,Other,bimbocolombia,https://instagram.com/bimbocolombia,,,andean bimbocolombia co colombia colombian latin-america south-america spanish-speaking
🍔 Burger King Colombia,Food & Beverage,burgerkingcol,https://instagram.com/burgerkingcol,,,american andean burger burgerkingcol co colombia colombian fast-food latin-america restaurant south-america spanish-speaking
🥤 Chinotto Venezuela,Other,chinottove,https://instagram.com/chinottove,,,california caribbean chinottove english-speaking latin-america los-angeles north-america south-america spanish-speaking usa ve venezuela venezuelan west-coast
🥓 Cochi Bacon,Food & Beverage,cochibacon,https://instagram.com/cochibacon,,,andean bacon bogota cochibacon colombia food restaurant south-america spanish-speaking
🥢 Comida Asiática,Food & Beverage,koreaimportaciones,https://instagram.com/koreaimportaciones,,,cuisine dining food gastronomy koreaimportaciones restaurant
🍕 Domino's Pizza Colombia,Food & Beverage,dominospizzacol,https://instagram.com/dominospizzacol,,,andean co colombia colombian dominospizzacol fast-food italian latin-america pizza restaurant south-america spanish-speaking
🍴 Eat Bucaramanga,Food & Beverage,eatbucaramanga,https://instagram.com/eatbucaramanga,,,bucaramanga city-of-parks colombia eatbucaramanga food guide santander south-america spanish-speaking
🍷 El Club Gastronómico,Food & Beverage,elclubgastronomico,https://instagram.com/elclubgastronomico,,,andean bogota colombia elclubgastronomico gastronomy restaurant south-america spanish-speaking
🍔 El Corral,Other,elcorraloficial,https://instagram.com/elcorraloficial,,,elcorraloficial
🌳 Entre Árboles,Food & Beverage,entrearbolescali,https://instagram.com/entrearbolescali,,,cali colombia entrearbolescali pacific restaurant south-america spanish-speaking valle-del-cauca
🍗 Frisby,Other,frisbylohace,https://instagram.com/frisbylohace,,,frisbylohace
🥤 Gatorade Colombia,Other,gatoradecolombia,https://instagram.com/gatoradecolombia,,,andean co colombia colombian gatoradecolombia latin-america south-america spanish-speaking
🥛 Goyurt,Other,goyurtcolombia,https://instagram.com/goyurtcolombia,,,goyurtcolombia
🍅 Heinz Colombia,Other,heinzcolombia,https://instagram.com/heinzcolombia,,,andean co colombia colombian heinzcolombia latin-america south-america spanish-speaking
🍜 HolaFood,Food & Beverage,holafood___,https://instagram.com/holafood___,,,cuisine dining food gastronomy holafood___ restaurant
🍗 KFC Colombia,Other,kfc.colombia,https://instagram.com/kfc.colombia,,,andean co colombia colombian kfc.colombia latin-america south-america spanish-speaking
🍕 Little Caesars Colombia,Other,lccolombia,https://instagram.com/lccolombia,,,andean co colombia colombian latin-america lccolombia south-america spanish-speaking
🇯🇵 Machan Colombia,Other,machan_colombia_1102,https://instagram.com/machan_colombia_1102,,,andean asia co colombia colombian east-asia japan japanese-speaking latin-america machan-colombia-1102 machan_colombia_1102 pacific south-america spanish-speaking
🇨🇴 Made In Bucara,Food & Beverage,madeinbucara,https://instagram.com/madeinbucara,,,andean bucaramanga co colombia colombian food latin-america local madeinbucara santander south-america spanish-speaking
🍲 Maggi Colombia,Other,maggicolombia,https://instagram.com/maggicolombia,,,andean co colombia colombian latin-america maggicolombia south-america spanish-speaking
🍔 McDonald's Colombia,Other,mcdonaldscol,https://instagram.com/mcdonaldscol,,,andean co colombia colombian latin-america mcdonaldscol south-america spanish-speaking
🏪 Mercatus 9 Asiático,Other,mercatus9,https://instagram.com/mercatus9,,,mercatus9
🍫 Nestlé Colombia,Other,nestlecolombia,https://instagram.com/nestlecolombia,,,andean co colombia colombian latin-america nestlecolombia south-america spanish-speaking
🍪 Oreo Colombia,Other,oreo.colombia,https://instagram.com/oreo.colombia,,,andean co colombia colombian latin-america oreo.colombia south-america spanish-speaking
🍕 Papa John's Colombia,Other,papajohnscolombia,https://instagram.com/papajohnscolombia,,,andean co colombia colombian latin-america papajohnscolombia south-america spanish-speaking
🥔 Papas Margarita,Other,papas.margarita,https://instagram.com/papas.margarita,,,papas.margarita
🥤 Pepsi Colombia,Other,pepsicolombia,https://instagram.com/pepsicolombia,,,andean co colombia colombian latin-america pepsicolombia south-america spanish-speaking
🥤 Postobón,Other,postobonempresa,https://instagram.com/postobonempresa,,,postobonempresa
📍 Qué Hacer,Other,quehacerbga,https://instagram.com/quehacerbga,,,bucaramanga colombia events guide quehacerbga santander south-america spanish-speaking
🍕 Sbarro Colombia,Other,sbarrocolombia,https://instagram.com/sbarrocolombia,,,andean co colombia colombian latin-america sbarrocolombia south-america spanish-speaking
🥖 Subway Colombia,Other,subwaycol,https://instagram.com/subwaycol,,,andean co colombia colombian latin-america south-america spanish-speaking subwaycol
🛒 Super Inter,Other,superintersupermercados,https://instagram.com/superintersupermercados,,,superintersupermercados
🌄 Un Jardín en el Cielo,Food & Beverage,unjardinenelcielo,https://instagram.com/unjardinenelcielo,,,andean bogota colombia restaurant rooftop south-america spanish-speaking unjardinenelcielo
🥩 Zenú,Other,zenuoficial,https://instagram.com/zenuoficial,,,zenuoficial
☕ Colcafé,Food & Beverage,colcafe,https://instagram.com/colcafe,,,beverages cafe coffee colcafe dining food hospitality restaurant
☕ Dunkin' Colombia,Other,dunkin_co,https://instagram.com/dunkin_co,,,andean co colombia colombian dunkin-co dunkin_co latin-america south-america spanish-speaking
☕ Nescafé Colombia,Food & Beverage,nescafe_col,https://instagram.com/nescafe_col,,,andean beverages cafe co coffee colombia colombian dining food hospitality latin-america nescafe-col nescafe_col restaurant south-america spanish-speaking
🏙️ Hecho en Bogotá,Other,hecho_enbogota,https://instagram.com/hecho_enbogota,,,andean bogota capital-city colombia crafts distrito-capital hecho-enbogota hecho_enbogota local products south-america spanish-speaking
🍽️ Mi Medellín Saborea,Food & Beverage,mimedellinsaborea,https://instagram.com/mimedellinsaborea,,,antioquia city-of-eternal-spring colombia food medellin mimedellinsaborea restaurant south-america spanish-speaking
🏛️ Popayán Moderna,Other,popayan_moderna,https://instagram.com/popayan_moderna,,,cauca colombia lifestyle popayan popayan-moderna popayan_moderna south-america spanish-speaking white-city
🚴 Bicitour Medellín,Other,bicitour_medellin,https://instagram.com/bicitour_medellin,,,antioquia bicitour-medellin bicitour_medellin bicycle city-of-eternal-spring colombia medellin south-america spanish-speaking tours
🍴 Bogotá Comidas,Food & Beverage,bogotacomidas,https://instagram.com/bogotacomidas,,,andean bogota bogotacomidas capital-city colombia cuisine dining distrito-capital food gastronomy restaurant restaurants south-america spanish-speaking
🎭 Bogotá Plan,Cultural,bogotaplan,https://instagram.com/bogotaplan,,,andean bogota bogotaplan california capital-city colombia culture distrito-capital english-speaking events los-angeles north-america south-america spanish-speaking usa west-coast
🎨 Expoartesano,Other,expoartesano,https://instagram.com/expoartesano,,,andean artisan co colombia colombian crafts expoartesano fair latin-america south-america spanish-speaking
🍴 Food in Bogotá,Food & Beverage,foodinbogota,https://instagram.com/foodinbogota,,,bogota capital-city colombia cuisine dining distrito-capital food foodinbogota gastronomy restaurant
💛 Los Buenos Somos Más,Other,_losbuenossomosmas,https://instagram.com/_losbuenossomosmas,,,-losbuenossomosmas _losbuenossomosmas andean co colombia colombian latin-america lifestyle positive south-america spanish-speaking
🌍 Nómada Frustrada,Travel,nomadafrustrada,https://instagram.com/nomadafrustrada,,,digital-nomad nomadafrustrada travel worldwide
🎒 Viajando Empelota,Travel,viajandoempelota,https://instagram.com/viajandoempelota,,,backpacking california english-speaking latin-america los-angeles north-america travel usa viajandoempelota west-coast
🇹🇭 Viva Tailandia,Travel,vivatailandia,https://instagram.com/vivatailandia,,,ai artificial-intelligence asia bangkok california english-speaking innovation los-angeles north-america technology thailand travel usa vivatailandia west-coast
👨‍👩‍👧‍👦 Colombian Family,Travel,colombianfamily,https://instagram.com/colombianfamily,,,andean co colombia colombian colombianfamily family latin-america lifestyle south-america spanish-speaking travel
✈️ Cúcuta Turismo,Travel,cucutaturismo,https://instagram.com/cucutaturismo,,,colombia cucuta cucutaturismo destination norte-santander tourism travel visitor
✈️ Visitar Medellín,Travel,visitarmedellin,https://instagram.com/visitarmedellin,,,antioquia city-of-eternal-spring colombia medellin tourism visitarmedellin
❤️ Te Amo Bogotá,Other,teamobogota,https://instagram.com/teamobogota,,,bogota capital-city colombia distrito-capital lifestyle love teamobogota
🗺️ Medellín en el Mapa,Other,medellinenelmapa_,https://instagram.com/medellinenelmapa_,,,antioquia city-of-eternal-spring colombia guide maps medellin medellinenelmapa- medellinenelmapa_ south-america spanish-speaking
📽️ Medellín en Videos,Other,medellinenvideos,https://instagram.com/medellinenvideos,,,antioquia city-of-eternal-spring colombia medellin medellinenvideos south-america spanish-speaking videos
🏙️ Medellín Guru,Travel,medellin_guru,https://instagram.com/medellin_guru,,,antioquia city-of-eternal-spring colombia guide medellin medellin-guru medellin_guru south-america spanish-speaking travel
🏙️ Visit Bogotá,Travel,visitbogota.co,https://instagram.com/visitbogota.co,,,andean bogota capital-city colombia distrito-capital official south-america spanish-speaking tourism visitbogota.co
🇰🇷 Aprende Coreano,Cultural,coreano_paso_a_paso,https://instagram.com/coreano_paso_a_paso,,,asia coreano-paso-a-paso coreano_paso_a_paso culture east-asia education k-pop korea korean korean-speaking language-learning south-korea
📸 Javier Morales,Other,javiermoralesfotografo,https://instagram.com/javiermoralesfotografo,,,cartagena colombia creative javiermoralesfotografo photography spanish-speaking visual-arts weddings
🇯🇵 Lily 丽丽,Education,ohayolily,https://instagram.com/ohayolily,,,asia california chinese east-asia education english-speaking japan japanese japanese-speaking language-learning los-angeles north-america ohayolily pacific polyglot usa west-coast
🤖 Tobias Rees,Education,limn_ai,https://instagram.com/limn_ai,,,ai artificial-intelligence education future limn-ai limn_ai research technology
👨‍🎓 Carter Cote,Education,carter.cote,https://instagram.com/carter.cote,,,carter.cote content-creator education life student university
👨‍💼 Juan Daniel Oviedo,Government,jdoviedoar,https://instagram.com/jdoviedoar,,,bogota colombia dane data education government jdoviedoar spanish-speaking statistics
👩‍🏫 La Profe Mónica,Education,laprofemonica,https://instagram.com/laprofemonica,,,california colombia education english-speaking language-learning laprofemonica los-angeles north-america pedagogy spanish spanish-speaking teacher usa west-coast
🗣️ E-Speak English,Education,espeak.english,https://instagram.com/espeak.english,,,california education english english-speaking esl espeak.english language-learning los-angeles north-america online teacher usa west-coast
